id,chain,chain_id,rpc_url,usdc_address,escrow_address,confirmations_required,active,created_at,updated_at,usdt_address,fee_bps,uniswap_factory,uniswap_router,uniswap_position_manager,uniswap_position_descriptor,uniswap_nft_descriptor,weth_address,identity_factory,identity_router,identity_name_registry,identity_pool_fee,identity_stable_address
08c3cfb0-d2a0-40f4-a994-4453c43ce250,bnb,56,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,12,false,2026-01-31 23:15:54.915919+00,2026-02-02 15:25:40.820072+00,0x0000000000000000000000000000000000000000,0,,,,,,,,,,,
2ed611e4-1631-4b0b-801c-9a5d61326eb9,base_sepolia,84532,https://base-sepolia.g.alchemy.com/v2/4NbifAMKleGdLp21N2KYV,0x345a3659f26bc113fc3139f6b5ad8c53aee7ed2d,0x55ce774bd03e7a22091dc97acd5f1a16e15ac0a8,3,true,2026-01-31 23:15:54.915919+00,2026-02-06 14:44:08.87974+00,0x13e7bedeeddee0a3c4e4cabe8195b8cad0baf3c4,50,,,,,,,,,,,
3b018c46-a4dd-430c-9a68-a2e3a4665409,optimism,10,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,12,false,2026-01-31 23:15:54.915919+00,2026-02-02 15:25:40.820072+00,0x0000000000000000000000000000000000000000,0,,,,,,,,,,,
520eaee4-df38-4976-95d6-4bb3d52bde7c,polygon,137,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,12,false,2026-01-31 23:15:54.915919+00,2026-02-02 15:25:40.820072+00,0x0000000000000000000000000000000000000000,0,,,,,,,,,,,
cf8ae0ea-b8fd-445a-ab4d-06ddcd6bb424,arbitrum,42161,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,12,false,2026-01-31 23:15:54.915919+00,2026-02-02 15:25:40.820072+00,0x0000000000000000000000000000000000000000,0,,,,,,,,,,,
de8f6d27-1b7f-4756-bf35-2786038fd7bc,bnb_testnet,97,https://bnb-testnet.g.alchemy.com/v2/4NbifAMKleGdLp21N2KYV,0xe21e45f15f20ce3ef279b279b201855e4cb25f44,0x2db0ed07abd3e4456f032dd2f3df4611152b605d,3,true,2026-02-11 00:59:14.360052+00,2026-02-11 13:06:35.546715+00,0xd402bb8336f65a7f1675d16a7a9916484c247dcc,50,0xd7aEbaf962291F51fB859dd7d7494FfE5e4f3310,0x8a38e478CEE3c38a1BE01Bc545F58f27Bd4CF5Aa,0x5112Bf1AD07794DF45e1A4218124eD1b3bf709d5,0x204C34fB6f6F7A501B360aca02987F9fF0D02473,0x9B775Bc444FD73c49FBb5DAd4dA411Fe5D6BFdec,0x92812045d48551b8C9B2f3cdDb04F8f1f0312443,0x2b627Bd0aB15fCb94570af86515B213b1c3D9C9C,0xc03F9EE6648683f083FC64276b834AC45760A86e,0x33ee75E8106B22190F0fDe221e047d840ae1B201,10000,0xD402Bb8336F65a7F1675D16a7a9916484c247Dcc
f5aac6a7-d8f7-4be5-b6de-c199a303bca6,ethereum,1,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,12,false,2026-01-31 23:15:54.915919+00,2026-02-02 15:25:40.820072+00,0x0000000000000000000000000000000000000000,0,,,,,,,,,,,
fdf5268c-db8c-4116-bc53-31c03442902f,base,8453,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,12,false,2026-01-24 04:42:13.191476+00,2026-02-05 04:41:29.879794+00,0x0000000000000000000000000000000000000000,0,,,,,,,,,,,
